_id,MERCHANT_NAME,PAN_NUMBER,MERCHANT_ID,MOBILE_NUMBER,ACQUIRER_NAME,REMARKS,STATUS,REALLOCATED_DATE,REALLOCATD_BY,DATA_SYNCED_DATE,REQUESTED_BRANCH_NAME,REQUESTED_BRANCH_CODE,updated_at
29018,ADHIKARI COLD DRINKS AND SUPPLIERS..,602708797,478251,9857041560,SAGARMATHA Bank,Banking relationship with another bank,REALLOCATED,2024-01-17T11:20:27,KARUNA_KOIRALA,2024-07-17T02:44:59,DUMKAULI,292,23:43.2
11503,DHAULAGIRI GAHANA UDHYUG PVT LTD..,606617288,478293,9868162317,SAGARMATHA Bank,Registered without my knowledge,REALLOCATED,2022-09-06T13:13:41,11847,2024-07-17T02:44:59,,,23:43.2
20168,INTEL SECURITY SERVICE PVT  LTD,603547449,478311,9808771769,SAGARMATHA Bank,Banking relationship with another bank,REALLOCATED,2023-05-08T12:49:40,ILA,2024-07-17T02:44:59,NEW BANESHWOR,65,23:43.2
30629,AAVASH TRADE CONCERN..,605770005,478352,9841449702,SAGARMATHA Bank,No Business transaction with this bank/wallet,REALLOCATED,2024-02-21T11:52:26,GLOBAL_ANU,2024-07-17T02:44:59,NEW ROAD BRANCH,2,23:43.2
26363,CNA TRADERS,500096325,478364,9841246948,SAGARMATHA Bank,Banking relationship with another bank,REALLOCATED,2023-10-12T11:53:51,GLOBAL_ANU,2024-07-17T02:44:59,NEW ROAD BRANCH,2,23:43.2
13256,SHREE GADI MAI TARKARI THATHA KHADYANNA STORE..,603989896,478410,9824261086,SAGARMATHA Bank,Banking relationship with another bank,REALLOCATED,2022-10-09T11:57:27,NEPAL_SUBASH,2024-07-17T02:44:59,,,23:43.2
6444,TIWARI POOJA SAMAGRI BHANDAR,607039391,478795,9846563480,SAGARMATHA Bank,Banking relationship with another bank,REALLOCATED,2022-04-17T15:22:51,PRIME_SANJAY,2024-07-17T02:44:59,,,23:43.2
13265,EVEREST STORE,609362130,478967,9824454871,SAGARMATHA Bank,Banking relationship with another bank,REALLOCATED,2022-10-11T14:14:01,Everest_digital1,2024-07-17T02:44:59,,,23:43.2
24706,CHANDA BEAUTY PARLOR,608937012,479001,9862256141,SAGARMATHA Bank,Banking relationship with another bank,WITHDRAWN,,,2024-07-17T02:44:59,,,23:43.2
30016,PARIWARTAN FRUIT CENTRE,609480339,479191,9846142521,SAGARMATHA Bank,Banking relationship with another bank,REALLOCATED,2024-02-15T10:09:33,NMB_ASMITAKARKI,2024-07-17T02:44:59,RAMBAZAR BRANCH,141,23:43.2
3386,GUDIYA INTERNATIONAL PVT. LTD,609556614,480295,9841462693,SAGARMATHA Bank,Acquirer Changed From Fonepay system for previously approved release requests,REALLOCATED,2022-01-31T15:13:18,SMRITI,2024-07-17T02:44:59,,,23:43.2
5690,DEUKI EMPORIUM,921260029,480634,9843477084,SAGARMATHA Bank,Banking relationship with another bank,WITHDRAWN,,,2024-07-17T02:44:59,,,23:43.2
29790,A & G TRADE SUPPLIERS,610535888,481101,9860236614,SAGARMATHA Bank,Banking relationship with another bank,REALLOCATED,2024-02-07T10:04:04,NMB_ASMITAKARKI,2024-07-17T02:44:59,NEWROAD BRANCH,13,23:43.2
32647,GEETA KRISHI TATHA PASHUPALAN FIRM,611188063,481126,9843672467,SAGARMATHA Bank,Direct Acquired,REALLOCATED,2024-03-12T16:14:16,sudarshant,2024-07-17T02:44:59,,,23:43.2
24130,SUGAM MATIKHEL KRISHI FARM PVT LTD,606784746,481130,9851313314,SAGARMATHA Bank,Banking relationship with another bank,REALLOCATED,2023-08-13T10:41:00,sabina.dahal,2024-07-17T02:44:59,THAPATHALI BRANCH,40,23:43.2
15091,AAKRITI STORE,600657848,481160,9841734852,SAGARMATHA Bank,Banking relationship with another bank,REALLOCATED,2022-11-22T09:58:54,Sunrise_Rohit,2024-07-17T02:44:59,,,23:43.2
32846,SUNRISE HOTEL & LODGE,612201273,481379,9842305890,SAGARMATHA Bank,Direct Acquired,REALLOCATED,2024-03-14T17:16:56,subas.dahal@nabilbank.com,2024-07-17T02:44:59,,,23:43.2
10764,NEW MAHENDRA SUPPLIERS..,102001010,481456,9600000010,SAGARMATHA Bank,Banking relationship with another bank,REALLOCATED,2022-08-21T15:08:04,SHINE_BHAWANA,2024-07-17T02:44:59,,,23:43.2
25707,E.G. BURGER HOUSE,118160799,483063,9808744716,SAGARMATHA Bank,Account Closed,REALLOCATED,2023-09-26T10:06:35,MEGA_ASHISHG,2024-07-17T02:44:59,CLOSED,721,23:43.2
15653,FULBARI EMPORIUM,303733689,483266,9851038770,SAGARMATHA Bank,Business/Management Decision,REALLOCATED,2022-12-14T09:51:21,Sunrise_Rohit,2024-07-17T02:44:59,,,23:43.2
17834,KAYASTHA KHUDRA PASAL,101845856,483459,9841501026,SAGARMATHA Bank,Banking relationship with another bank,REALLOCATED,2023-03-05T13:07:33,SBL_NARADEVI,2024-07-17T02:44:59,,,23:43.2
15783,Sumit Electronic and Suppliers,606278975,483498,9803264356,SAGARMATHA Bank,Mistakenly Registered,REALLOCATED,2022-12-26T11:21:16,EBLQRMAKER@0171,2024-07-17T02:44:59,,,23:43.2
27317,KRITI BOUTIQUE LADIES TAILOR,603961423,483660,9843362786,SAGARMATHA Bank,Banking relationship with another bank,REALLOCATED,2023-11-24T14:01:39,GLOBAL_ANU,2024-07-17T02:44:59,KANDAGHARI BRANCH,U3,23:43.2
13264,T AND T PAPER INDUSTRIES..,611113012,483754,9857072662,SAGARMATHA Bank,To maintain all business transaction in one bank,REALLOCATED,2022-10-13T11:16:51,O295,2024-07-17T02:44:59,,,23:43.2
29499,KAVRELI FANCY STORE..,302266229,483773,9843709896,SAGARMATHA Bank,Shutdown/Closed,REALLOCATED,2024-01-26T11:37:35,Parash07,2024-07-17T02:44:59,BOUDHA 024,24,23:43.2
34518,DINAYIKA CHASMA PASAL..,614798793,483796,9868086793,SAGARMATHA Bank,Direct Acquired,REALLOCATED,2024-03-31T16:28:36,eSewa_Shreya,2024-07-17T02:44:59,,,23:43.2
10603,POKHARA FAMILY RESTAURANT,602093116,483827,9856072642,SAGARMATHA Bank,Business/Management Decision,REALLOCATED,2022-08-18T11:30:42,NABIL_PRAKASH,2024-07-17T02:44:59,,,23:43.2
25656,EX ARMY JAYA DURGA SUNCHANDI PASAL..,603119354,483829,9814159482,SAGARMATHA Bank,Banking relationship with another bank,REALLOCATED,2023-09-22T10:53:46,EBLQRMAKER@0160,2024-07-17T02:44:59,POKHARA BRANCH,160,23:43.2
2134,PAHIRAN STATION PASAL..,616371060,483897,9851219121,SAGARMATHA Bank,Acquirer Changed From Fonepay system for previously approved release requests,REALLOCATED,2023-08-09T13:07:33,SHRIYA,2024-07-17T02:44:59,,,23:43.2
16529,BISTA READYMADE..,921260120,484005,9804904475,SAGARMATHA Bank,Shutdown/Closed,REALLOCATED,2023-01-16T10:33:02,Sunrise_Rohit,2024-07-17T02:44:59,,,23:43.2
15367,BARSHA KIRANA STORE..,611110624,484133,9849037327,SAGARMATHA Bank,Banking relationship with another bank,REALLOCATED,2022-12-11T11:38:45,RAJENDRA8346,2024-07-17T02:44:59,,,23:43.2
3525,SAMIKSHYA KHAJA GHAR,613436401,485228,9828750832,SAGARMATHA Bank,Acquirer Changed From Fonepay system for previously approved release requests,REALLOCATED,2022-02-17T16:34:34,MEGA_ASHISHG,2024-07-17T02:44:59,,,23:43.2
26172,PRINSHA BIJULI PASAL,921241520,487399,9800647490,SAGARMATHA Bank,Banking relationship with another bank,REALLOCATED,2023-10-08T17:44:32,GLOBAL_SHRADDHA,2024-07-17T02:44:59,LAMKI BRANCH,20,23:43.2
31827,TALCHIKHEL SEKUWA TATHA KHAJA GHAR,618586851,487640,9841194082,SAGARMATHA Bank,Banking relationship with another bank,REALLOCATED,2024-03-17T10:12:23,PRIME_RESHMA,2024-07-17T02:44:59,KHUMALTAR BRANCH,216,23:43.2
24327,BEST CARE PHARMACY,122392094,487700,9862879413,SAGARMATHA Bank,QR Standee not received,REALLOCATED,2023-08-22T10:27:11,SBL_DUHABI,2024-07-17T02:44:59,DUHABI,144,23:43.2
6284,SUBHA LAXMI SUN CHANDI GAHANA PASAL,603075151,487718,9857628858,SAGARMATHA Bank,Banking relationship with another bank,REALLOCATED,2022-04-12T12:33:55,CENTURY_PRIZMA,2024-07-17T02:44:59,,,23:43.2
7017,RANJITA KHUKURI UDHYOG,601993374,487732,9812320350,SAGARMATHA Bank,Banking relationship with another bank,REALLOCATED,2022-05-04T14:28:20,anjana.sapkota,2024-07-17T02:44:59,,,23:43.2
39644,SHUVHA PRAVAT PHARMA..,305712200,487740,9856031841,SAGARMATHA Bank,Direct Acquired,REALLOCATED,2024-05-14T11:38:27,GLOBAL_PRADEEPBARAL,2024-07-17T02:44:59,,,23:43.2
27847,MAHALAXMI READYMADE GARMENT UDHYOG..,600033749,487759,9855046962,SAGARMATHA Bank,Banking relationship with another bank,WITHDRAWN,,,2024-07-17T02:44:59,Gaindakot Branch,92,23:43.2
17264,R.P INTERPRISES..,303619215,487761,9851159912,SAGARMATHA Bank,Banking relationship with another bank,WITHDRAWN,,,2024-07-17T02:44:59,,,23:43.2
9716,DIAMOND FANCY,304810606,487763,9845366407,SAGARMATHA Bank,Banking relationship with another bank,REALLOCATED,2022-07-18T14:28:08,shraddha.shrestha,2024-07-17T02:44:59,,,23:43.2
7169,ARB MOBILE HUB..,603279564,487777,9804231110,SAGARMATHA Bank,Banking relationship with another bank,REALLOCATED,2022-05-09T15:05:19,SHINE_BHAWANA,2024-07-17T02:44:59,,,23:43.2
2276,VARIETY KIRANA STORES,303614760,487779,9745355884,SAGARMATHA Bank,Acquirer Changed From Fonepay system for previously approved release requests,REALLOCATED,2022-01-27T14:15:12,SUNRISE_RAJENDRA,2024-07-17T02:44:59,,,23:43.2
24875,Pathivara Chasma Ghar,921241437,489410,9807028152,SAGARMATHA Bank,Mistakenly Registered,REALLOCATED,2023-08-30T15:03:49,NABIL_POOJA,2024-07-17T02:44:59,BIRATNAGAR,7,23:43.2
24331,EVEREST AROMA PVT. LTD,304011830,489849,9851035949,SAGARMATHA Bank,Banking relationship with another bank,REALLOCATED,2023-08-30T15:06:59,NABIL_POOJA,2024-07-17T02:44:59,LALITPUR,19,23:43.2
18539,AURUS EDUCATION FOUNDATION PVT. LTD.,602467526,490026,9808343443,SAGARMATHA Bank,Banking relationship with another bank,REALLOCATED,2023-03-29T12:22:09,kalyan.acharya,2024-07-17T02:44:59,KUMARIPATI BRANCH,8,23:43.2
14375,ABC STORES......,303325217,492222,9827496316,SAGARMATHA Bank,Direct Acquired,REALLOCATED,2022-10-20T13:27:59,eSewa_Komal,2024-07-17T02:44:59,,,23:43.2
25201,RAJAN VARIETIES,603922932,492250,9844641693,SAGARMATHA Bank,Banking relationship with another bank,APPROVED,,,2024-07-17T02:44:59,,,23:43.2
11870,ABHINAB KIRANA PASAL,600503057,492353,9846114494,SAGARMATHA Bank,Account Closed,REALLOCATED,2022-09-11T11:27:11,MNBBL_SOFI,2024-07-17T02:44:59,,,23:43.2
24583,GULMI DECOR,608870618,492400,9867726916,SAGARMATHA Bank,Banking relationship with another bank,REALLOCATED,2023-09-17T18:56:20,dipak.shrestha,2024-07-17T02:44:59,NARAYANGHAT BRANCH,15,23:43.2
26142,SAGAR KATHARIYA,123611031,492402,9868431551,SAGARMATHA Bank,Banking relationship with another bank,REALLOCATED,2024-01-12T11:03:53,SBL_DHANGADI,2024-07-17T02:44:59,DHANGADI,14,23:43.2
3657,SIDDHARTHA MOTOR CYCLE WORKSHOP,604898481,492493,9847405904,SAGARMATHA Bank,Acquirer Changed From Fonepay system for previously approved release requests,REALLOCATED,2022-04-18T16:55:01,NIKKIM,2024-07-17T02:44:59,,,23:43.2
9706,NEW DHANLAXMI HARDWARE,302995879,493231,9852057038,SAGARMATHA Bank,Banking relationship with another bank,REALLOCATED,2022-07-22T11:33:34,SHRUTIK5943,2024-07-17T02:44:59,,,23:43.2
5337,LAPHA FAST FOOD,304364563,493237,9804052122,SAGARMATHA Bank,Dissatisfied with the service,REALLOCATED,2022-03-16T10:01:45,10943,2024-07-17T02:44:59,,,23:43.2
9571,BLUEMOON MOTOR DRIVING CENTRE PVT LTD,302404472,493279,9851059210,SAGARMATHA Bank,Business Transaction with NMB Bank,REALLOCATED,2022-07-19T11:54:18,2104AA,2024-07-17T02:44:59,,,23:43.2
16149,Help U Service Center,304984242,493314,9842372478,SAGARMATHA Bank,Banking relationship with another bank,REALLOCATED,2023-01-01T10:16:11,NEPAL_SUBASH,2024-07-17T02:44:59,,,23:43.2
6229,NAYAK CLOTHS COLLECTION,614728879,493538,9862036321,SAGARMATHA Bank,Banking relationship with another bank,REALLOCATED,2022-04-17T16:47:10,PRIME_SANJAY,2024-07-17T02:44:59,,,23:43.2
3845,NEW EASY STORE,602536569,493638,9766895921,SAGARMATHA Bank,Acquirer Changed From Fonepay system for previously approved release requests,REALLOCATED,2022-02-03T12:28:42,MNBBL_DEVI,2024-07-17T02:44:59,,,23:43.2
10148,DIPA KHAJA GHAR..,610949010,493795,9851196073,SAGARMATHA Bank,Banking relationship with another bank,REALLOCATED,2022-08-10T16:58:43,eSewa_rakhi,2024-07-17T02:44:59,,,23:43.2
24579,RANJANA MEDICALL HALL,612846159,493891,9860173321,SAGARMATHA Bank,To maintain all business transaction in one bank,REALLOCATED,2023-08-23T11:32:37,sabina.dahal,2024-07-17T02:44:59,BHAISEPATI BRANCH,55,23:43.2
22261,AMARAWOTI KHADYA STORE,600034919,494007,9841504414,SAGARMATHA Bank,Mistakenly Registered,REALLOCATED,2023-07-02T11:53:39,EBLQRMAKER@1050,2024-07-17T02:44:59,KADAGHARI BRANCH,1050,23:43.2
6970,RUPAK  SUPPLIERS,109624585,494057,9840303683,SAGARMATHA Bank,Dissatisfied with the service,REALLOCATED,2022-04-29T11:42:09,anjana.sapkota,2024-07-17T02:44:59,,,23:43.2
26670,DEEPU ALU BHANDAR,921241820,494190,9816483686,SAGARMATHA Bank,Banking relationship with another bank,APPROVED,,,2024-07-17T02:44:59,LUMBINI,175,23:43.2
8984,JAY GURU FALFUL CENTER,611481997,494340,9843997429,SAGARMATHA Bank,Loan settlement from the other bank,REALLOCATED,2022-07-05T10:00:09,anjana.sapkota,2024-07-17T02:44:59,,,23:43.2
20287,THE NEXT LEVEL UNISEX SALOON,609816769,495092,9807917517,SAGARMATHA Bank,Nearby Location,REALLOCATED,2023-05-10T09:59:53,PRIME_ANJU,2024-07-17T02:44:59,PATAN BRANCH,5,23:43.2
15735,ESETU BUSINESS PVT LTD,609865211,495099,9801040055,SAGARMATHA Bank,Business/Management Decision,REALLOCATED,2022-12-23T12:54:29,SBL_NEWROAD,2024-07-17T02:44:59,,,23:43.2
30688,Media Mission Nepal Pvt. Ltd.,606662442,186351,9851155800,SAGARMATHA Bank,Dissatisfied with the service,REALLOCATED,2024-03-19T11:05:06,GLOBAL_SHRADDHA,2024-07-17T02:44:59,KAMALADI BRANCH,75,23:43.2
26545,MAANGHANG HOTEL,606484088,186412,9862170448,SAGARMATHA Bank,Banking relationship with another bank,REALLOCATED,2024-02-12T15:31:42,SBL_MAHENDRACHOWK,2024-07-17T02:44:59,MAHENDRA CHOWK,171,23:43.2
15971,Kathmandu International Mountain Film Festival,301357917,186812,9823403305,SAGARMATHA Bank,Mistakenly Registered,REALLOCATED,2022-12-07T15:51:45,SYSTEM,2024-07-17T02:44:59,,,23:43.2
40879,NEW ROSHAN ENGINEERING WORKSHOP,602247984,186853,9852830703,SAGARMATHA Bank,To maintain all business transaction in one bank,WITHDRAWN,,,2024-07-17T02:44:59,GOLBAZAR BRANCH,72,23:43.2
41126,NEW ROSHAN ENGINEERING WORKSHOP,602247984,186853,9852830703,SAGARMATHA Bank,Direct Acquired,REALLOCATED,2024-05-22T12:35:25,kamana_bishalp,2024-07-17T02:44:59,,,23:43.2
31973,SUREDRA DHAN CHAMAL KHARID BIKRI KENDRA,301602778,186867,9804709329,SAGARMATHA Bank,Direct Acquired,REALLOCATED,2024-03-02T18:48:44,058_RAJBIRAJ,2024-07-17T02:44:59,,,23:43.2
11488,RUPESH KIRANA STORE,601256277,186876,9807710546,SAGARMATHA Bank,Mistakenly Registered,APPROVED,,,2024-07-17T02:44:59,,,23:43.2
34996,AAKASH GANGA GENERAL STORE,614234277,186890,9814753839,SAGARMATHA Bank,Direct Acquired,REALLOCATED,2024-04-02T16:24:29,soshtika_eSewa,2024-07-17T02:44:59,,,23:43.2
8946,RAJDEVI KRISHI TATHA PASU FARM,612809455,186927,9855042556,SAGARMATHA Bank,No Business transaction with this bank/wallet,REALLOCATED,2022-07-05T16:38:23,MNBBL_SOFI,2024-07-17T02:44:59,,,23:43.2
38396,STANDARD AGRO PVT. LTD.,609916074,186941,9851016093,SAGARMATHA Bank,Direct Acquired,REALLOCATED,2024-05-02T17:14:15,GLOBAL_ANISHAK,2024-07-17T02:44:59,,,23:43.2
17780,LALI GURASH REMITTANCE,604050854,187044,9842479854,SAGARMATHA Bank,Banking relationship with another bank,REALLOCATED,2023-03-03T10:28:22,NEPAL_SUBASH,2024-07-17T02:44:59,,,23:43.2
10153,RAMESH TRADERS AND SUPPLIERS,303560506,187045,9852079147,SAGARMATHA Bank,Banking relationship with another bank,REALLOCATED,2022-08-07T11:45:35,NMB_MAHENDRA,2024-07-17T02:44:59,,,23:43.2
42221,AMEYKA KUKHURA FIRM,602599331,187046,9819396524,SAGARMATHA Bank,Direct Acquired,REALLOCATED,2024-05-31T10:07:50,MEGA_ASHISHG,2024-07-17T02:44:59,,,23:43.2
20103,TIMSINA AGROVET,601326152,187451,9852050030,SAGARMATHA Bank,Banking relationship with another bank,REALLOCATED,2023-05-11T11:05:29,12663,2024-07-17T02:44:59,BAYARBAN,240,23:43.2
1357,A.K.S I.T TERMINAL PVT LTD,609900954,187583,9849272618,SAGARMATHA Bank,Acquirer Changed From Fonepay system for previously approved release requests,REALLOCATED,2022-02-10T15:41:26,PRIME_PRABESH,2024-07-17T02:44:59,,,23:43.2
34288,HOLYLAND ACADEMY KAILALI PVT. LTD.,303334291,187642,9848412897,SAGARMATHA Bank,Direct Acquired,REALLOCATED,2024-03-29T14:21:41,2428JN,2024-07-17T02:44:59,,,23:43.2
20855,N.N.S TRADERS,606974501,187651,9848446245,SAGARMATHA Bank,Mistakenly Registered,REALLOCATED,2023-06-08T12:05:52,12005,2024-07-17T02:44:59,ATARIYA,424,23:43.2
14787,L. P. KIRANA PASAL,605668296,187669,9815606223,SAGARMATHA Bank,Direct Acquired,REALLOCATED,2022-10-21T13:26:36,087_MAKER,2024-07-17T02:44:59,,,23:43.2
41274,JAY MITHILA DERI UDHYOG,609470455,188776,9807789922,SAGARMATHA Bank,Direct Acquired,REALLOCATED,2024-05-23T10:38:31,eSewa_Sristi,2024-07-17T02:44:59,,,23:43.2
35165,CHANDRAPUR MARKET,612604814,188823,9704577577,SAGARMATHA Bank,No Business transaction with this bank/wallet,REALLOCATED,2024-04-19T11:36:14,eSewa_Bibek,2024-07-17T02:44:59,,,23:43.2
41273,JAY MATADI TRADERS,602707215,188943,9844077354,SAGARMATHA Bank,Direct Acquired,REALLOCATED,2024-05-23T10:36:42,eSewa_Sristi,2024-07-17T02:44:59,,,23:43.2
23459,Y.R. TYRE INDUSTRIES PVT LTD,606532363,189003,9851020456,SAGARMATHA Bank,Account Closed,REALLOCATED,2023-07-11T11:44:35,GLOBAL_ANU,2024-07-17T02:44:59,PANIPOKHARI BRANCH,33,23:43.2
5747,AVIGHNA TRADING COMPANY PRIVATE LIMITED,609659764,189005,9851196494,SAGARMATHA Bank,Banking relationship with another bank,WITHDRAWN,,,2024-07-17T02:44:59,,,23:43.2
21211,SUNAKHARI KASTHA KALA,603053072,189077,9807933490,SAGARMATHA Bank,Account Closed,WITHDRAWN,,,2024-07-17T02:44:59,KIRTIPUR,C9,23:43.2
13664,MAHAN SIDDHARTHA HIGH SCHOOL PVT LTD,301790576,189194,9851041122,SAGARMATHA Bank,Banking relationship with another bank,REALLOCATED,2022-10-30T11:45:37,eSewa_rakhi,2024-07-17T02:44:59,,,23:43.2
17581,EURO KIDS INTERNATIONAL PVT LTD,302494273,189201,9801836572,SAGARMATHA Bank,Business/Management Decision,REALLOCATED,2023-03-15T17:03:12,NABIN_PARIYAR,2024-07-17T02:44:59,,,23:43.2
41465,KALINCHOK MATA PVT LTD,601869611,189326,9351030202,SAGARMATHA Bank,Direct Acquired,REALLOCATED,2024-05-26T11:45:42,eSewa_Sristi,2024-07-17T02:44:59,,,23:43.2
29929,BUDHANILKANTHA HERITAGE LIMITED,606547361,189743,9801877566,SAGARMATHA Bank,Banking relationship with another bank,REALLOCATED,2024-01-28T10:50:02,557,2024-07-17T02:44:59,MAIN BRANCH,1,23:43.2
26774,,,,,SAGARMATHA Bank,Banking relationship with another bank,APPROVED,,,2024-07-17T02:44:59,Maharajgunj Branch,15,23:43.2
11943,BISHAL FOOD PRODUCTS,613261126,189802,9854023180,SAGARMATHA Bank,Account Closed,REALLOCATED,2022-09-15T16:43:44,SMRITI,2024-07-17T02:44:59,,,23:43.2
7712,U S TRADING CONCERN,612369355,190113,9849074501,SAGARMATHA Bank,No Business transaction with this bank/wallet,REALLOCATED,2022-05-26T16:31:58,PRABHU_SUNIL,2024-07-17T02:44:59,,,23:43.2
37247,KSHYAMADEVI INTERNATIONAL PVT LTD,302447978,190119,9851092971,SAGARMATHA Bank,Direct Acquired,REALLOCATED,2024-04-22T14:47:52,ILA,2024-07-17T02:44:59,,,23:43.2
29010,MUKUMLUNG PATHIVARA FURNITURE AND FURNISHING PVT. LTD,609687095,190458,9851056778,SAGARMATHA Bank,To maintain all business transaction in one bank,REALLOCATED,2024-01-16T11:27:51,NABIL_POOJA,2024-07-17T02:44:59,NEW BANESHWOR,31,23:43.2
5010,B. H. S. MACHINERY PVT LTD,606511782,190814,9851082877,SAGARMATHA Bank,want to change the acquirer,REALLOCATED,2022-02-21T16:42:36,anjana.sapkota,2024-07-17T02:44:59,,,23:43.2
8963,SATHI MEDICINE DISTRIBUTIOR,613257851,190910,9863117549,SAGARMATHA Bank,Banking relationship with another bank,REALLOCATED,2022-07-03T10:26:48,NMB_MAHENDRA,2024-07-17T02:44:59,,,23:43.2
41624,SANSKRITI SUPPLIERS.,601568468,191149,9845063229,SAGARMATHA Bank,Direct Acquired,REALLOCATED,2024-05-27T10:44:07,eSewa_Sristi,2024-07-17T02:44:59,,,23:43.2
12268,CHANDRA INTERNATIONAL,608213428,191290,9816914965,SAGARMATHA Bank,Banking relationship with another bank,REALLOCATED,2022-09-01T14:33:17,011_BELBARI,2024-07-17T02:44:59,,,23:43.2
13275,SWASTIK PATHSHALA PVT LTD,600348267,191503,9852834315,SAGARMATHA Bank,Banking relationship with another bank,REALLOCATED,2022-10-10T13:17:10,SANTOSH905,2024-07-17T02:44:59,,,23:43.2
3953,SHREE GOBINDRA BABA SUPPLIERS,608119320,191566,9802550131,SAGARMATHA Bank,Acquirer Changed From Fonepay system for previously approved release requests,REALLOCATED,2022-01-26T12:46:43,CIVIL_SURESH,2024-07-17T02:44:59,,,23:43.2
19482,LX FASHION WEAR,612084087,191638,9849282398,SAGARMATHA Bank,Nearby Location,REALLOCATED,2023-04-19T10:37:04,MNBBL_ANJU,2024-07-17T02:44:59,Lokanthali Branch ,163,23:43.2
31260,BULBUL TRADE AND SUPPLIERS PVT.LTD,609600656,192031,9851137027,SAGARMATHA Bank,Nearby Location,REALLOCATED,2024-03-12T15:55:52,MNBBL_ANJU,2024-07-17T02:44:59,Banasthali Branch,165,23:43.2
6256,PASHUPATI HARDWARE AND TRADERS,610586426,192168,9829331968,SAGARMATHA Bank,Banking relationship with another bank,REALLOCATED,2023-08-29T13:21:14,SBL_BIRATCHOWK,2024-07-17T02:44:59,BIRATCHOWK,65,23:43.2
25040,SARDA HARDWARE,300469990,192181,9842233675,SAGARMATHA Bank,Banking relationship with another bank,REALLOCATED,2023-09-24T10:43:26,MBL_ANUSHA,2024-07-17T02:44:59,BIRATCHOWK BRANCH,BRC,23:43.2
34340,HOTEL MELAMCHI CAFE IN,301895741,192230,9843184092,SAGARMATHA Bank,Direct Acquired,REALLOCATED,2024-03-29T20:39:52,MELAMCHI_136_MAKER,2024-07-17T02:44:59,,,23:43.2
10851,SAIPAL ACADEMY PVT LTD,301213952,192342,9841444011,SAGARMATHA Bank,Banking relationship with another bank,REALLOCATED,2022-08-23T09:57:52,NMB_SUNIL,2024-07-17T02:44:59,,,23:43.2
25623,NORVIC CONSTRUCTION PRIVATE LIMITED,609596883,192808,9849012638,SAGARMATHA Bank,Banking relationship with another bank,REALLOCATED,2023-09-24T10:09:18,MBL_LAXMI,2024-07-17T02:44:59,PEPSICOLA,PEP,23:43.2
19717,BHAGWATI MISHTAN BHANDAR,301020497,193000,9807806333,SAGARMATHA Bank,Banking relationship with another bank,REALLOCATED,2023-06-06T14:35:14,Lumbini_Unish,2024-07-17T02:44:59,JANAKPUR BRANCH,30,23:43.2
27977,Himalayan Life Insurance Limited,302889804,193014,9851314414,SAGARMATHA Bank,Business/Management Decision,REALLOCATED,2023-12-10T17:32:01,eSewa_Susam,2024-07-17T02:44:59,HEAD OFFICE,17,23:43.2
10309,NEW BISHNU DHAMALA TRADERS,303771151,193167,9812659000,SAGARMATHA Bank,Banking relationship with another bank,REALLOCATED,2022-08-11T10:18:14,SBL_LAMKI,2024-07-17T02:44:59,,,23:43.2
374,NAINI AGRO FARM AND RESEARCH CENTRE PVT LTD,609664032,193206,9802710511,SAGARMATHA Bank,Acquirer Changed From Fonepay system for previously approved release requests,REALLOCATED,2022-01-23T13:18:26,PRABHU_SAJAN,2024-07-17T02:44:59,,,23:43.2
7956,ASIAN ELECTRICALS AND PLUMBINGS SERVICE,608683283,193215,9851199248,SAGARMATHA Bank,Banking relationship with another bank,REALLOCATED,2022-06-09T15:24:12,SBL_KAPAN,2024-07-17T02:44:59,,,23:43.2
33689,MAHADEV ENGLISH BOARDING SCHOOL KAILALI PVT LTD,604376169,193323,9865839660,SAGARMATHA Bank,Direct Acquired,REALLOCATED,2024-03-22T13:11:07,SHOBHA_BASTOLA,2024-07-17T02:44:59,,,23:43.2
36593,KHAPTAD RESORT HOTEL AND LODGE,601482212,193330,9741141861,SAGARMATHA Bank,Direct Acquired,REALLOCATED,2024-04-18T14:04:17,ILA,2024-07-17T02:44:59,,,23:43.2
35136,SHIWANI  TRADERS..,608145044,194351,9844018635,SAGARMATHA Bank,Direct Acquired,REALLOCATED,2024-04-03T14:15:03,sudarshant,2024-07-17T02:44:59,,,23:43.2
8457,PAWAN JENERAL STORE,607121696,194513,9814705787,SAGARMATHA Bank,Banking relationship with another bank,REALLOCATED,2022-06-21T12:42:16,KUMAR43,2024-07-17T02:44:59,,,23:43.2
40598,KHATRI  TRADERS..,302989733,194638,9842378656,SAGARMATHA Bank,Banking relationship with another bank,REALLOCATED,2024-06-05T16:11:00,eSewa_Bibek,2024-07-17T02:44:59,HEAD OFFICE,17,23:43.2
3324,KUNAL GROUP,614889574,196804,9867220887,SAGARMATHA Bank,Acquirer Changed From Fonepay system for previously approved release requests,REALLOCATED,2022-01-26T12:15:52,Nepalmaker,2024-07-17T02:44:59,,,23:43.2
41464,JYOTI KIRANA PASAL,614894202,196830,9804269441,SAGARMATHA Bank,Direct Acquired,REALLOCATED,2024-05-26T11:40:03,eSewa_Sristi,2024-07-17T02:44:59,,,23:43.2
39101,JAY BUDDHA JEWELLRY SUN CHANDI PASAL,302649189,196867,9856045435,SAGARMATHA Bank,Direct Acquired,REALLOCATED,2024-05-09T11:46:38,1074MP,2024-07-17T02:44:59,,,23:43.2
